name;location;longitude;latitude
Szkoła Podstawowa nr 1 im. Jana Pawła II;Sulejów;51.35244;19.8939649
Zespół Szkół Ponadgimnazjalnych - Technikum, Branżowa Szkoła I stopnia z oddziałami Zasadniczej Szkoły Zawodowej im. Jana Pawła II;Tomaszów Mazowiecki;51.5284;19.9972667
Zgierski Zespół Szkół Ponadgimnazjalnych im. Jana Pawła II;Zgierz;51.85438;19.4172544
Szkoła Podstawowa im. Jana Pawła II;Kliczków Wielki;51.5327833;18.5617242
Publiczna Szkoła Podstawowa im. Jana Pawła II;Strzelce Małe;51.0998497;19.7913678
Zespół Szkół im. Jana Pawła II;Oporów 57;52.26252;19.5653803
Technikum Nowoczesnych Technologii im. Jana Pawła II;Kleszczów;51.21624;19.313633
Liceum Ogólnokształcące im. Jana Pawła II;Kleszczów;51.21624;19.313633
Publiczne Gimnazjum im. Jana Pawła II obecnie Szkoła Podstawowa im. Ks. Józefa Baranowicza;Szczerców;51.32876;19.1160349
Szkoła Podstawowa im. Jana Pawła II w Zespole Szkół;Zawada;51.5282766;19.9273281
Publiczne Gimnazjum im. Jana Pawła II - zlikwidowane 2019;Przedbórz;51.08704;19.8786846
Zespół Sportowych Szkół Ogólnokształcących im. Jana Pawła II;Skierniewice;51.95478;20.1498954
Zespół Szkolno - Przedszkolny im. Jana Pawła II w Rząśni;Rząśnia;51.2181366;19.0425523
Gimnazjum im. Jana Pawła II w Zespole Szkół Ogólnokształcących - zlikwidowane 2019;Godzianów;51.8933;20.0376462
Szkoła Podstawowa im Jana Pawła II;Dobroń;51.63496;19.2448136
Gimnazjum im. bł. Jana Pawła II - zlikwidowane 2019;Łanięta;52.362756;19.2780012
Publiczne Gimnazjum nr 2 im. Jana Pawła II - zlikwidowane 2019;Łask;51.5900966;19.1420423
Publiczne Gimnazjum im. Jana Pawła II - zlikwidowane 2019;Nowa Brzeźnica;51.07736;19.1725662
Publiczne Gimnazjum im Jana Pawła II - zlikwidowane 2019;Osjaków;51.28738;18.7880314
Szkoła Podstawowa Nr 2 im. Jana Pawła II, Przedszkole Nr 2 im. Jana Pawła II w Zespole Szkolno-Przedszkolnym;Żychlin;52.23706;19.629116
Szkoła Podstawowa w Goszczanowie;Goszczanów;51.78782;18.501395
Szkoła Podstawowa im. Jana Pawła II;Zygry;51.7684;18.9401662
Szkoła Podstawowa im. Jana Pawła II w Skroninie;Skronina;51.27956;20.3700072
Publiczna Szkoła Podstawowa nr 2 im. Jana Pawła II - zlikwidowana;Sierzchowy;51.66798;20.32283
